,index
15860,15860
14677,14677
15259,15259
15554,15554
15832,15832
14302,14302
15122,15122
15490,15490
15526,15526
14150,14150
15395,15395
14248,14248
15619,15619
15589,15589
15544,15544
14180,14180
14321,14321
15731,15731
14263,14263
14475,14475
14575,14575
15879,15879
14067,14067
14832,14832
14070,14070
14712,14712
14066,14066
14960,14960
15500,15500
14494,14494
14187,14187
14797,14797
15541,15541
15293,15293
15555,15555
14163,14163
15185,15185
14242,14242
15561,15561
14483,14483
14233,14233
14228,14228
14177,14177
15412,15412
14193,14193
15095,15095
15854,15854
14428,14428
14558,14558
15693,15693
14133,14133
14370,14370
15203,15203
15631,15631
14791,14791
15396,15396
14088,14088
14126,14126
15094,15094
15821,15821
14521,14521
14975,14975
15163,15163
15067,15067
15825,15825
15484,15484
15304,15304
14913,14913
15650,15650
14469,14469
14540,14540
14738,14738
14151,14151
14406,14406
14985,14985
14906,14906
14695,14695
14946,14946
14145,14145
14964,14964
15359,15359
14699,14699
15211,15211
14361,14361
15801,15801
15582,15582
14524,14524
14564,14564
14545,14545
15391,15391
14492,14492
14925,14925
15009,15009
14825,14825
15426,15426
14426,14426
15356,15356
14971,14971
14515,14515
15509,15509
15130,15130
14368,14368
14619,14619
14742,14742
14833,14833
14455,14455
14440,14440
15050,15050
15314,15314
14261,14261
15793,15793
15843,15843
15610,15610
14970,14970
15652,15652
14458,14458
14118,14118
14615,14615
14951,14951
15700,15700
15113,15113
14474,14474
14499,14499
15667,15667
14563,14563
14432,14432
14446,14446
14777,14777
14332,14332
15760,15760
15723,15723
14709,14709
14798,14798
15837,15837
15565,15565
15013,15013
15634,15634
15550,15550
15808,15808
15618,15618
14160,14160
14064,14064
14992,14992
14148,14148
15694,15694
14685,14685
14093,14093
14213,14213
15742,15742
15539,15539
15800,15800
14921,14921
14697,14697
14945,14945
14324,14324
15669,15669
15119,15119
15763,15763
14481,14481
14632,14632
15299,15299
14834,14834
15132,15132
14804,14804
15411,15411
15340,15340
15716,15716
14229,14229
15705,15705
14584,14584
14216,14216
14976,14976
14144,14144
14548,14548
15241,15241
15107,15107
14938,14938
14773,14773
15548,15548
14061,14061
14100,14100
15692,15692
14660,14660
15785,15785
14684,14684
15569,15569
14757,14757
15604,15604
14858,14858
14969,14969
15380,15380
14937,14937
15135,15135
15334,15334
15190,15190
14251,14251
15021,15021
15250,15250
15175,15175
14416,14416
14568,14568
15057,15057
14649,14649
15274,15274
15247,15247
14838,14838
14766,14766
15873,15873
15142,15142
15415,15415
14339,14339
15192,15192
15827,15827
14556,14556
15655,15655
15642,15642
14875,14875
15256,15256
14808,14808
14493,14493
14546,14546
15353,15353
14461,14461
14278,14278
14063,14063
14155,14155
14593,14593
15614,15614
14612,14612
14346,14346
15355,15355
15060,15060
15718,15718
14876,14876
15626,15626
14298,14298
15131,15131
14197,14197
15298,15298
14301,14301
15466,15466
14957,14957
15150,15150
15098,15098
14776,14776
14477,14477
15645,15645
14504,14504
14447,14447
14717,14717
14902,14902
14360,14360
14402,14402
15797,15797
14929,14929
14092,14092
15668,15668
14812,14812
15010,15010
15817,15817
14411,14411
15644,15644
15505,15505
14146,14146
15414,15414
14491,14491
15428,15428
15283,15283
15420,15420
15436,15436
14848,14848
15543,15543
15232,15232
14510,14510
15394,15394
14653,14653
14789,14789
14811,14811
15091,15091
15481,15481
15104,15104
15498,15498
14704,14704
15363,15363
15344,15344
15325,15325
14784,14784
14956,14956
15018,15018
14770,14770
15049,15049
15643,15643
14509,14509
14652,14652
14127,14127
15273,15273
15204,15204
14583,14583
15640,15640
15779,15779
15447,15447
15191,15191
14628,14628
14988,14988
15145,15145
14847,14847
14479,14479
14128,14128
15362,15362
14117,14117
14095,14095
14703,14703
14576,14576
14950,14950
14668,14668
15443,15443
15460,15460
14236,14236
14920,14920
14206,14206
14919,14919
15750,15750
14396,14396
14405,14405
14675,14675
14827,14827
14897,14897
14655,14655
15080,15080
15570,15570
15311,15311
15054,15054
15606,15606
15818,15818
15445,15445
15593,15593
15658,15658
14532,14532
14189,14189
14613,14613
15786,15786
15829,15829
14790,14790
14078,14078
14464,14464
14689,14689
14905,14905
15159,15159
14771,14771
14765,14765
15846,15846
14865,14865
15410,15410
14535,14535
14442,14442
15579,15579
14751,14751
14401,14401
14273,14273
14335,14335
14987,14987
14580,14580
14560,14560
15286,15286
15108,15108
14316,14316
14786,14786
14760,14760
15537,15537
14661,14661
15842,15842
15608,15608
14654,14654
15040,15040
14418,14418
15326,15326
14885,14885
14826,14826
14775,14775
14525,14525
14112,14112
14767,14767
14669,14669
14608,14608
15055,15055
15268,15268
14782,14782
15392,15392
14801,14801
14994,14994
15320,15320
15442,15442
15376,15376
14255,14255
15097,15097
15101,15101
15139,15139
14780,14780
15755,15755
14412,14412
14358,14358
14115,14115
14817,14817
14105,14105
14690,14690
15290,15290
14276,14276
14735,14735
15102,15102
14465,14465
15028,15028
14421,14421
15297,15297
15321,15321
15458,15458
14898,14898
14237,14237
15637,15637
15084,15084
14425,14425
14331,14331
14476,14476
15403,15403
15120,15120
15006,15006
15461,15461
15056,15056
15756,15756
14962,14962
15172,15172
15659,15659
14611,14611
14860,14860
14883,14883
14682,14682
15316,15316
14283,14283
15342,15342
14952,14952
14480,14480
15744,15744
14303,14303
15440,15440
15260,15260
15382,15382
14710,14710
15377,15377
15267,15267
14888,14888
14666,14666
15162,15162
15024,15024
15252,15252
15778,15778
14942,14942
14129,14129
14351,14351
15483,15483
14305,14305
14979,14979
14403,14403
15807,15807
14354,14354
15423,15423
14529,14529
14544,14544
14602,14602
15100,15100
15205,15205
15026,15026
15143,15143
14840,14840
15165,15165
14121,14121
15765,15765
15214,15214
14514,14514
14990,14990
15285,15285
15105,15105
14156,14156
14375,14375
15115,15115
14170,14170
15109,15109
14934,14934
15236,15236
14120,14120
15144,15144
15713,15713
15294,15294
15337,15337
15839,15839
14634,14634
14763,14763
15121,15121
15437,15437
14968,14968
15220,15220
14573,14573
15564,15564
15809,15809
14443,14443
15068,15068
14815,14815
15402,15402
14882,14882
14379,14379
15838,15838
14793,14793
15492,15492
14363,14363
14857,14857
15874,15874
15409,15409
14768,14768
14268,14268
14398,14398
15341,15341
15301,15301
14106,14106
15367,15367
14911,14911
14409,14409
15272,15272
14991,14991
14267,14267
14822,14822
14404,14404
15528,15528
15217,15217
15099,15099
15224,15224
15844,15844
14293,14293
14641,14641
14080,14080
14878,14878
14240,14240
14179,14179
15583,15583
15759,15759
14982,14982
15720,15720
14328,14328
14658,14658
14313,14313
15545,15545
14926,14926
14094,14094
14143,14143
14110,14110
14648,14648
14728,14728
14966,14966
15266,15266
15491,15491
15595,15595
15601,15601
14746,14746
14915,14915
14769,14769
15370,15370
14872,14872
14250,14250
15777,15777
14244,14244
14392,14392
15306,15306
14830,14830
14963,14963
14581,14581
14408,14408
14893,14893
14104,14104
14399,14399
15439,15439
15375,15375
15661,15661
15863,15863
15052,15052
15666,15666
15677,15677
15538,15538
14574,14574
14355,14355
14274,14274
15856,15856
15248,15248
15727,15727
15015,15015
15001,15001
14142,14142
14513,14513
15841,15841
15197,15197
14600,14600
15877,15877
14855,14855
14792,14792
15702,15702
15676,15676
14974,14974
15077,15077
14439,14439
14158,14158
14306,14306
15401,15401
14729,14729
14310,14310
15255,15255
15008,15008
15687,15687
14500,14500
15058,15058
15245,15245
14377,14377
14922,14922
14656,14656
14174,14174
15741,15741
14731,14731
15683,15683
14711,14711
15754,15754
14468,14468
14245,14245
15329,15329
14603,14603
14511,14511
15307,15307
14691,14691
15648,15648
14722,14722
15184,15184
14936,14936
14736,14736
15210,15210
15722,15722
15319,15319
15764,15764
14410,14410
15324,15324
15371,15371
14429,14429
14214,14214
15572,15572
14539,14539
15738,15738
14554,14554
15753,15753
14496,14496
15690,15690
14984,14984
14168,14168
14317,14317
15345,15345
15629,15629
14692,14692
15651,15651
15799,15799
15351,15351
14772,14772
15111,15111
14490,14490
14779,14779
14247,14247
15051,15051
15762,15762
14195,14195
14182,14182
14435,14435
14940,14940
14706,14706
15357,15357
15153,15153
15269,15269
14352,14352
14781,14781
15092,15092
15567,15567
14842,14842
14591,14591
15872,15872
14450,14450
15682,15682
15663,15663
15128,15128
14831,14831
15383,15383
15450,15450
15791,15791
15605,15605
14485,14485
14290,14290
15847,15847
14621,14621
15332,15332
14588,14588
15733,15733
15043,15043
14595,14595
14670,14670
15502,15502
14374,14374
14650,14650
15302,15302
15574,15574
14090,14090
15566,15566
14196,14196
15864,15864
15167,15167
15620,15620
14292,14292
14553,14553
15173,15173
15011,15011
14345,14345
15774,15774
14895,14895
14516,14516
14116,14116
14708,14708
14549,14549
14799,14799
14419,14419
14796,14796
15138,15138
15857,15857
14457,14457
14993,14993
14953,14953
14336,14336
14744,14744
14266,14266
15867,15867
14444,14444
14606,14606
15123,15123
14390,14390
14572,14572
14254,14254
14157,14157
15032,15032
15366,15366
15155,15155
14863,14863
15339,15339
15823,15823
15194,15194
15784,15784
15464,15464
14635,14635
15033,15033
14132,14132
14057,14057
14879,14879
14249,14249
15802,15802
15047,15047
15653,15653
15734,15734
14900,14900
15378,15378
15732,15732
15613,15613
15126,15126
15116,15116
15146,15146
14141,14141
14086,14086
14923,14923
14785,14785
15792,15792
14873,14873
14259,14259
15696,15696
15479,15479
15871,15871
15630,15630
14271,14271
14130,14130
14914,14914
14201,14201
15489,15489
14380,14380
15699,15699
15323,15323
14260,14260
15124,15124
14904,14904
15424,15424
14917,14917
14348,14348
15154,15154
14783,14783
15749,15749
14626,14626
15804,15804
14645,14645
15706,15706
15581,15581
14894,14894
15386,15386
15861,15861
14998,14998
15454,15454
14356,14356
15474,15474
15511,15511
15881,15881
15859,15859
14605,14605
15187,15187
14643,14643
15103,15103
15855,15855
15689,15689
14622,14622
14175,14175
15207,15207
14436,14436
14678,14678
14997,14997
14745,14745
14892,14892
15327,15327
15451,15451
15300,15300
14506,14506
14347,14347
15310,15310
14877,14877
15284,15284
15540,15540
14693,14693
15576,15576
14327,14327
14312,14312
14342,14342
15882,15882
14220,14220
14547,14547
14466,14466
15470,15470
14389,14389
14246,14246
14166,14166
14252,14252
15560,15560
15886,15886
14629,14629
15553,15553
15681,15681
15519,15519
15029,15029
15675,15675
14209,14209
15216,15216
14758,14758
15475,15475
14616,14616
15790,15790
14407,14407
15833,15833
14597,14597
14456,14456
15179,15179
15406,15406
14586,14586
14448,14448
14333,14333
15161,15161
14698,14698
15086,15086
14719,14719
14343,14343
15849,15849
14365,14365
14391,14391
15472,15472
15235,15235
14330,14330
14519,14519
15198,15198
15549,15549
14154,14154
15588,15588
15632,15632
14079,14079
14520,14520
14821,14821
14523,14523
14680,14680
15830,15830
15735,15735
15408,15408
14119,14119
15457,15457
15627,15627
14715,14715
15160,15160
14062,14062
14995,14995
14501,14501
14806,14806
14232,14232
15407,15407
15715,15715
14334,14334
14282,14282
14908,14908
15623,15623
15228,15228
15796,15796
15020,15020
15768,15768
15240,15240
14896,14896
14394,14394
14162,14162
15169,15169
14671,14671
15129,15129
15810,15810
15641,15641
14665,14665
14453,14453
15093,15093
14318,14318
14955,14955
15346,15346
15721,15721
15748,15748
14125,14125
14387,14387
14638,14638
15195,15195
14427,14427
14839,14839
14924,14924
14631,14631
15226,15226
15674,15674
15438,15438
15253,15253
14256,14256
15441,15441
15166,15166
15599,15599
14211,14211
14367,14367
15088,15088
14901,14901
14300,14300
15523,15523
14270,14270
15639,15639
15042,15042
14208,14208
15089,15089
14534,14534
14212,14212
14188,14188
15417,15417
15514,15514
15515,15515
14122,14122
15449,15449
14607,14607
14385,14385
14350,14350
14794,14794
14696,14696
14824,14824
15384,15384
15064,15064
14890,14890
15493,15493
15193,15193
14562,14562
14823,14823
14609,14609
15887,15887
15233,15233
15206,15206
15372,15372
15246,15246
15275,15275
14087,14087
15649,15649
14743,14743
15373,15373
15369,15369
15061,15061
15592,15592
15717,15717
15271,15271
15743,15743
15038,15038
14482,14482
15072,15072
15688,15688
15309,15309
14852,14852
14072,14072
15848,15848
14973,14973
14138,14138
14325,14325
15747,15747
15845,15845
14730,14730
15007,15007
15434,15434
15670,15670
14376,14376
15812,15812
15200,15200
14868,14868
14567,14567
14849,14849
14424,14424
14140,14140
15432,15432
15686,15686
14949,14949
15037,15037
15223,15223
14478,14478
15036,15036
14203,14203
14721,14721
14889,14889
14939,14939
14357,14357
15177,15177
15352,15352
15562,15562
14531,14531
15261,15261
14139,14139
15078,15078
15433,15433
14082,14082
14472,14472
14226,14226
14537,14537
14871,14871
15379,15379
14933,14933
14566,14566
14571,14571
14215,14215
14291,14291
14686,14686
14089,14089
14473,14473
15587,15587
14916,14916
14308,14308
14828,14828
14818,14818
14083,14083
15751,15751
15476,15476
14716,14716
15096,15096
15463,15463
15836,15836
14788,14788
14109,14109
14484,14484
14210,14210
14114,14114
14996,14996
15222,15222
15600,15600
15710,15710
14113,14113
14437,14437
15638,15638
15740,15740
14287,14287
15504,15504
15577,15577
14646,14646
15552,15552
15398,15398
15360,15360
14846,14846
14135,14135
15563,15563
15635,15635
14296,14296
15596,15596
15282,15282
15140,15140
15711,15711
15349,15349
15313,15313
15525,15525
14451,14451
15822,15822
15069,15069
15251,15251
15883,15883
15522,15522
15083,15083
14288,14288
14414,14414
14859,14859
14749,14749
14870,14870
14688,14688
14559,14559
14663,14663
15585,15585
14551,14551
15876,15876
14199,14199
14899,14899
15512,15512
14561,14561
15152,15152
14286,14286
14269,14269
15775,15775
15229,15229
15520,15520
15317,15317
15023,15023
15048,15048
14536,14536
15850,15850
15826,15826
15507,15507
15156,15156
15646,15646
15517,15517
14596,14596
15358,15358
14289,14289
15070,15070
15149,15149
14295,14295
14422,14422
15534,15534
14755,14755
15114,15114
15343,15343
14153,14153
15770,15770
14382,14382
15374,15374
14060,14060
15524,15524
14231,14231
14594,14594
15385,15385
14309,14309
14277,14277
15679,15679
15728,15728
14369,14369
15147,15147
15034,15034
15745,15745
14178,14178
14124,14124
15183,15183
14388,14388
15781,15781
15254,15254
14489,14489
14430,14430
15444,15444
15106,15106
15158,15158
14837,14837
15761,15761
14683,14683
15485,15485
15368,15368
14512,14512
14191,14191
14397,14397
14552,14552
14527,14527
15305,15305
14069,14069
15125,15125
14262,14262
14098,14098
15202,15202
14599,14599
15328,15328
15338,15338
14434,14434
15636,15636
14565,14565
14373,14373
14207,14207
14172,14172
15586,15586
15151,15151
14589,14589
14075,14075
14486,14486
14257,14257
14243,14243
15708,15708
15087,15087
14555,14555
15707,15707
14820,14820
14948,14948
15265,15265
15422,15422
14541,14541
15787,15787
14502,14502
14423,14423
15795,15795
23616,23616
23932,23932
24337,24337
23848,23848
22849,22849
24274,24274
23554,23554
22804,22804
23829,23829
23987,23987
24079,24079
23392,23392
23950,23950
23969,23969
23182,23182
23783,23783
23790,23790
24247,24247
23005,23005
23511,23511
24181,24181
22989,22989
23014,23014
23996,23996
23930,23930
23207,23207
23824,23824
23605,23605
23165,23165
24027,24027
23964,23964
23372,23372
23480,23480
23239,23239
23217,23217
23043,23043
23449,23449
23281,23281
23253,23253
24041,24041
23561,23561
22978,22978
23270,23270
22891,22891
24164,24164
24052,24052
24130,24130
23835,23835
23962,23962
24030,24030
23316,23316
23111,23111
23512,23512
24165,24165
23940,23940
23882,23882
22964,22964
23376,23376
23291,23291
22953,22953
23566,23566
23368,23368
24132,24132
24294,24294
23572,23572
22966,22966
24046,24046
23416,23416
24244,24244
23140,23140
23495,23495
24010,24010
23077,23077
23074,23074
23909,23909
23269,23269
24204,24204
23359,23359
23860,23860
24217,24217
23749,23749
24152,24152
23870,23870
22853,22853
24085,24085
23549,23549
23819,23819
24336,24336
23399,23399
23423,23423
23285,23285
24053,24053
23300,23300
23407,23407
23737,23737
24123,24123
23345,23345
23393,23393
24160,24160
24106,24106
23464,23464
24148,24148
22889,22889
24245,24245
23398,23398
23830,23830
23451,23451
23188,23188
23742,23742
23481,23481
23308,23308
23694,23694
23403,23403
24064,24064
23315,23315
23929,23929
22836,22836
23564,23564
24111,24111
23112,23112
23602,23602
23901,23901
24179,24179
23268,23268
23304,23304
23966,23966
23306,23306
23518,23518
23299,23299
22952,22952
23746,23746
23827,23827
24322,24322
23075,23075
23292,23292
23373,23373
23475,23475
24300,24300
23647,23647
22834,22834
24180,24180
23235,23235
24003,24003
23071,23071
23875,23875
23914,23914
23989,23989
23988,23988
23685,23685
23675,23675
24220,24220
23890,23890
23942,23942
22985,22985
23900,23900
23839,23839
22901,22901
23775,23775
23498,23498
24138,24138
23026,23026
23348,23348
23859,23859
23663,23663
23150,23150
23543,23543
23017,23017
22911,22911
24074,24074
24099,24099
23108,23108
23842,23842
23290,23290
24029,24029
24071,24071
23215,23215
22963,22963
23718,23718
23806,23806
23953,23953
23040,23040
23264,23264
24316,24316
23424,23424
24263,24263
24191,24191
23250,23250
23144,23144
23208,23208
23145,23145
23607,23607
23131,23131
23447,23447
23241,23241
23670,23670
24028,24028
23724,23724
23863,23863
24192,24192
22806,22806
22862,22862
23525,23525
23921,23921
23329,23329
23198,23198
23684,23684
23267,23267
23704,23704
24112,24112
23492,23492
22829,22829
23133,23133
23137,23137
23905,23905
23138,23138
23365,23365
22824,22824
23120,23120
24224,24224
24078,24078
22852,22852
23591,23591
24268,24268
23054,23054
23786,23786
24285,24285
24197,24197
24182,24182
23417,23417
23693,23693
23063,23063
23462,23462
24275,24275
23438,23438
24070,24070
24283,24283
23639,23639
23055,23055
23516,23516
24147,24147
23139,23139
23186,23186
23804,23804
23626,23626
23262,23262
23991,23991
24261,24261
23850,23850
23546,23546
22905,22905
23453,23453
23667,23667
24199,24199
23711,23711
23898,23898
22809,22809
23799,23799
22965,22965
22844,22844
23923,23923
23961,23961
22921,22921
24320,24320
23740,23740
23044,23044
23817,23817
23834,23834
24286,24286
23949,23949
22887,22887
23668,23668
23757,23757
24011,24011
24243,24243
23791,23791
23351,23351
23644,23644
23069,23069
24271,24271
24154,24154
23370,23370
23794,23794
23369,23369
23968,23968
22860,22860
23634,23634
23413,23413
24048,24048
23494,23494
23045,23045
23747,23747
23236,23236
24252,24252
23194,23194
23582,23582
23779,23779
24120,24120
23251,23251
23271,23271
24257,24257
22885,22885
23581,23581
24084,24084
23821,23821
24317,24317
23209,23209
23587,23587
23755,23755
22937,22937
24256,24256
23536,23536
24195,24195
24168,24168
23062,23062
23656,23656
23771,23771
23293,23293
22826,22826
24063,24063
22973,22973
22831,22831
23364,23364
23955,23955
23415,23415
23503,23503
23323,23323
23716,23716
23238,23238
24093,24093
22833,22833
24288,24288
23595,23595
24309,24309
23176,23176
23490,23490
23648,23648
22976,22976
23105,23105
24067,24067
23874,23874
23574,23574
24296,24296
23868,23868
24060,24060
22991,22991
23596,23596
22881,22881
23832,23832
23335,23335
23347,23347
23532,23532
24350,24350
23531,23531
24135,24135
23282,23282
23583,23583
23726,23726
24131,24131
23446,23446
23401,23401
23336,23336
22910,22910
23606,23606
24230,24230
23201,23201
23129,23129
23825,23825
23089,23089
22835,22835
24210,24210
24077,24077
24248,24248
22893,22893
22907,22907
24008,24008
23442,23442
23696,23696
23154,23154
24227,24227
23781,23781
24036,24036
24151,24151
24201,24201
23924,23924
24314,24314
22945,22945
23317,23317
23058,23058
23995,23995
22886,22886
23658,23658
23645,23645
23456,23456
23978,23978
23569,23569
24019,24019
23739,23739
23589,23589
24311,24311
23284,23284
22970,22970
23430,23430
23033,23033
23432,23432
24014,24014
22820,22820
24304,24304
23885,23885
24339,24339
23371,23371
23109,23109
23445,23445
24211,24211
23087,23087
22972,22972
23803,23803
23701,23701
23764,23764
23982,23982
23869,23869
24012,24012
23547,23547
23729,23729
23454,23454
23502,23502
24312,24312
22962,22962
23823,23823
23363,23363
23098,23098
22895,22895
22988,22988
24091,24091
23758,23758
22903,22903
23533,23533
23637,23637
23510,23510
23831,23831
23020,23020
23484,23484
22946,22946
23427,23427
23091,23091
24203,24203
23073,23073
24057,24057
24126,24126
23162,23162
23733,23733
23037,23037
22814,22814
23965,23965
23756,23756
24313,24313
23762,23762
23877,23877
24056,24056
24174,24174
24159,24159
23770,23770
23784,23784
23944,23944
22900,22900
23557,23557
23147,23147
23310,23310
23266,23266
22810,22810
23202,23202
23466,23466
23913,23913
24323,24323
23429,23429
23689,23689
23910,23910
23249,23249
24295,24295
23389,23389
23539,23539
23722,23722
23455,23455
24113,24113
23894,23894
23004,23004
22922,22922
23041,23041
23504,23504
23904,23904
24137,24137
23635,23635
23405,23405
23380,23380
23459,23459
22917,22917
23609,23609
22798,22798
24059,24059
22843,22843
23092,23092
24144,24144
23649,23649
22858,22858
23274,23274
22971,22971
23884,23884
23917,23917
22968,22968
23115,23115
23409,23409
23340,23340
23232,23232
23414,23414
23680,23680
24352,24352
23813,23813
23028,23028
23339,23339
23506,23506
24175,24175
24186,24186
23584,23584
24190,24190
23360,23360
24202,24202
23541,23541
23979,23979
23545,23545
22939,22939
24040,24040
23152,23152
23477,23477
22957,22957
23686,23686
23620,23620
23245,23245
24100,24100
23612,23612
24149,24149
23715,23715
23213,23213
24128,24128
24221,24221
24108,24108
23314,23314
23691,23691
23471,23471
23127,23127
24124,24124
22839,22839
23928,23928
23975,23975
23263,23263
23155,23155
22861,22861
23550,23550
23170,23170
23948,23948
23767,23767
23896,23896
24018,24018
23538,23538
22960,22960
24327,24327
23301,23301
24114,24114
24043,24043
24134,24134
23476,23476
23732,23732
23025,23025
23124,23124
24318,24318
24161,24161
23998,23998
23175,23175
23491,23491
22980,22980
23391,23391
22892,22892
23828,23828
23309,23309
23096,23096
24212,24212
24119,24119
24254,24254
24116,24116
23633,23633
24287,24287
23151,23151
23586,23586
23943,23943
24239,24239
23679,23679
24037,24037
24075,24075
23158,23158
23559,23559
23826,23826
23125,23125
24102,24102
23420,23420
24141,24141
23636,23636
23095,23095
23879,23879
23019,23019
23551,23551
23608,23608
22958,22958
24007,24007
23277,23277
24101,24101
23838,23838
24307,24307
23836,23836
24310,24310
23298,23298
23257,23257
23101,23101
23673,23673
23179,23179
23621,23621
23575,23575
24324,24324
23568,23568
23527,23527
23330,23330
23700,23700
24299,24299
22813,22813
23287,23287
24194,24194
23851,23851
24140,24140
23479,23479
23042,23042
23628,23628
23727,23727
23571,23571
23256,23256
24025,24025
23227,23227
24133,24133
23960,23960
23613,23613
23844,23844
24006,24006
22926,22926
24341,24341
23018,23018
22967,22967
23056,23056
23861,23861
23854,23854
24272,24272
23195,23195
22894,22894
23895,23895
23585,23585
24005,24005
23552,23552
23614,23614
23024,23024
23334,23334
23867,23867
22914,22914
23157,23157
23381,23381
22807,22807
23313,23313
23862,23862
23652,23652
23888,23888
24222,24222
22796,22796
23085,23085
23719,23719
23350,23350
23167,23167
24156,24156
23849,23849
23782,23782
23990,23990
22993,22993
24026,24026
23993,23993
23951,23951
24189,24189
23646,23646
23011,23011
23632,23632
24122,24122
22936,22936
23520,23520
22856,22856
24232,24232
23972,23972
23558,23558
23886,23886
24069,24069
23164,23164
23793,23793
23567,23567
23280,23280
23734,23734
22906,22906
24338,24338
24223,24223
22805,22805
22800,22800
23535,23535
23597,23597
24251,24251
23086,23086
24177,24177
23778,23778
22959,22959
24298,24298
24206,24206
23927,23927
24188,24188
24265,24265
24032,24032
22929,22929
23883,23883
24218,24218
23638,23638
23773,23773
23796,23796
23382,23382
23641,23641
23090,23090
24076,24076
23499,23499
23057,23057
24024,24024
23619,23619
23222,23222
22990,22990
22864,22864
23611,23611
24153,24153
24022,24022
23677,23677
23820,23820
23706,23706
24347,24347
23876,23876
22866,22866
22847,22847
24082,24082
23352,23352
23915,23915
23286,23286
23444,23444
23180,23180
23183,23183
22951,22951
24002,24002
24303,24303
22811,22811
23218,23218
23189,23189
24068,24068
22930,22930
23035,23035
23123,23123
23880,23880
23191,23191
23738,23738
22913,22913
23400,23400
23072,23072
24297,24297
23970,23970
23846,23846
22944,22944
23845,23845
24163,24163
24013,24013
24066,24066
23501,23501
23983,23983
23002,23002
23177,23177
23754,23754
24170,24170
23272,23272
23528,23528
23242,23242
23992,23992
23657,23657
22948,22948
23366,23366
23252,23252
23937,23937
22983,22983
23881,23881
23126,23126
23537,23537
23688,23688
24332,24332
24184,24184
24214,24214
23601,23601
24110,24110
23185,23185
23223,23223
24129,24129
24089,24089
23324,23324
24051,24051
23952,23952
23687,23687
24047,24047
23428,23428
23397,23397
23534,23534
23967,23967
23837,23837
23029,23029
23200,23200
23226,23226
23051,23051
24278,24278
23036,23036
23487,23487
23678,23678
22932,22932
23785,23785
23199,23199
23523,23523
22882,22882
23229,23229
24279,24279
24346,24346
22899,22899
23320,23320
22995,22995
22986,22986
24125,24125
22969,22969
23023,23023
23346,23346
23046,23046
23871,23871
23956,23956
23212,23212
23712,23712
22801,22801
23080,23080
24004,24004
23353,23353
22956,22956
23676,23676
23463,23463
23474,23474
23562,23562
23031,23031
23814,23814
23760,23760
24276,24276
23500,23500
23434,23434
23907,23907
24308,24308
24020,24020
23358,23358
22819,22819
23622,23622
23721,23721
23305,23305
23437,23437
24216,24216
23166,23166
23083,23083
24237,24237
23763,23763
23375,23375
23811,23811
22950,22950
23367,23367
23720,23720
24145,24145
24238,24238
23761,23761
24081,24081
23887,23887
23699,23699
23204,23204
24090,24090
23931,23931
23717,23717
23795,23795
23986,23986
24343,24343
23772,23772
23741,23741
23946,23946
22931,22931
24038,24038
22842,22842
23006,23006
22816,22816
22943,22943
23460,23460
22878,22878
24270,24270
23936,23936
23958,23958
23489,23489
23066,23066
23822,23822
23173,23173
22896,22896
23521,23521
24042,24042
23010,23010
24291,24291
24236,24236
22941,22941
23856,23856
23206,23206
22924,22924
23440,23440
23243,23243
22920,22920
23342,23342
23260,23260
23396,23396
23457,23457
24172,24172
23692,23692
23254,23254
23592,23592
24219,24219
23009,23009
23395,23395
24097,24097
22799,22799
23497,23497
23690,23690
23153,23153
23465,23465
23759,23759
24344,24344
23047,23047
22863,22863
22808,22808
23156,23156
24039,24039
23030,23030
23702,23702
22997,22997
23808,23808
23418,23418
23865,23865
24340,24340
23283,23283
24000,24000
23379,23379
24262,24262
23855,23855
22871,22871
24094,24094
23441,23441
22837,22837
23485,23485
23615,23615
23577,23577
24050,24050
22961,22961
24321,24321
23278,23278
23000,23000
23431,23431
22818,22818
24136,24136
23104,23104
23225,23225
23580,23580
24266,24266
24031,24031
23008,23008
22927,22927
23631,23631
23255,23255
22846,22846
23448,23448
23889,23889
23627,23627
23710,23710
23216,23216
23530,23530
23015,23015
22872,22872
23514,23514
22845,22845
22898,22898
23963,23963
23261,23261
22876,22876
23279,23279
23976,23976
23214,23214
23802,23802
23436,23436
23815,23815
23810,23810
23169,23169
22817,22817
23666,23666
23412,23412
24242,24242
22935,22935
23623,23623
23146,23146
24284,24284
22854,22854
24267,24267
23573,23573
23708,23708
24146,24146
23435,23435
23777,23777
23660,23660
24250,24250
23653,23653
22838,22838
24315,24315
23730,23730
22859,22859
22940,22940
23172,23172
24264,24264
23610,23610
22974,22974
22981,22981
22822,22822
24162,24162
23816,23816
23288,23288
22828,22828
23060,23060
23789,23789
24240,24240
22795,22795
23406,23406
23404,23404
22916,22916
23426,23426
23941,23941
22934,22934
23016,23016
23383,23383
23488,23488
23394,23394
23768,23768
23259,23259
23553,23553
23843,23843
22888,22888
23246,23246
23743,23743
24150,24150
22904,22904
23669,23669
23578,23578
23873,23873
23725,23725
23332,23332
23797,23797
22812,22812
22825,22825
23563,23563
23519,23519
23193,23193
22827,22827
23925,23925
24115,24115
23461,23461
23624,23624
23233,23233
24208,24208
23122,23122
24187,24187
23130,23130
23082,23082
23903,23903
23099,23099
23642,23642
23378,23378
24095,24095
23141,23141
24044,24044
23902,23902
22821,22821
23113,23113
22848,22848
22955,22955
23604,23604
23672,23672
23349,23349
24302,24302
23517,23517
23977,23977
